Format,,,,,,,,,,,,,
4.78,1.34,-0.22,-0.05,7.18,-31.16,15.38,-23.81,0,24,46.7,39.3,-72,7980
4.8,1.44,-0.23,0.02,7.44,-29.95,15.36,-24.09,0,23.9,50.3,39.6,-72.1,8085
4.82,1.3,-0.24,0.01,7.24,-29.95,15.3,-24.7,0,24,51.3,39.9,-71.3,8112
4.84,1.2,-0.19,-0.16,10.69,-29.82,15.32,-24.68,0,24.1,52.3,40.1,-70.9,8265
4.86,1.1,-0.11,-0.17,7.24,-29.99,15.3,-24.5,0,24.1,53.2,40,-69.9,8556
4.88,1.06,-0.2,-0.05,10.55,-30.01,14.15,-23.81,0,24,54,39.8,-69.9,8700
4.9,1.08,-0.41,-0.01,8.06,-29.88,12.57,-22.79,0,23.9,54.6,40.2,-68.4,8658
4.92,1.11,-0.51,0,7.64,-29.68,11.33,-22.26,0,24.3,54.1,42.8,-67.5,8631
4.94,0.98,-0.52,-0.1,7.52,-28.38,10.04,-21.59,0,24.6,53.5,45.3,-67.1,8625
4.96,1.1,-0.57,-0.12,7.24,-28.13,8.6,-21.55,0,25,52.3,46.2,-65.4,8505
4.98,1.23,-0.67,0.06,10.07,-28.4,7.07,-22.49,0,25.3,50.7,46.6,-63.8,8337
5,1.24,-0.61,-0.02,10.91,-28.21,5.98,-24.01,0,25.6,49.6,46.8,-61.2,8172
5.02,1.17,-0.51,-0.09,7.74,-28.13,5.57,-25.17,0,25.7,49.8,46.3,-58.9,8127
5.04,1.08,-0.38,-0.12,8.86,-27.98,5.98,-24.9,0,25.9,50,45.8,-56.4,8169
5.06,0.99,-0.3,-0.11,7.84,-26.38,6.59,-25.11,0,26,49.9,45.6,-54.2,8238
5.08,0.99,-0.31,-0.18,7.6,-25.22,7.58,-24.52,0,26,49.7,45.5,-51.3,8367
5.1,1,-0.32,-0.13,7.72,-24.72,8.03,-24.6,0,26.1,49.9,45.4,-48.9,8526
5.12,1.04,-0.31,-0.19,7.72,-24.5,8.54,-24.66,0,25.9,51.1,45.4,-46.5,8688
5.14,0.88,-0.32,-0.27,7.72,-23.28,8.6,-24.39,0,25.8,52.3,45.4,-43.1,8841
5.16,0.87,-0.36,-0.29,7.74,-19.67,8.63,-24.46,0,25.8,53.1,46.1,-39.3,8883
5.18,0.99,-0.42,-0.21,7.88,-21.24,8.32,-24.23,0,25.9,53.7,47,-32.6,8904
5.2,1.08,-0.43,-0.15,7.9,-21.65,7.8,-24.21,0,26.1,54.2,47.8,-25.7,8922
5.22,1.22,-0.42,-0.03,7.92,-23.55,7.72,-23.66,0,26.3,54.4,48,-12.6,8955
5.24,1.06,-0.45,0.31,7.54,-25.57,7.74,-23.34,0,26.5,54.6,48.1,1.4,8934
5.26,0.66,-0.49,0.38,6.87,-25.72,6.7,-23.48,0,26.6,53.5,48.7,13.5,8772
5.28,0.27,-0.4,0.07,6.83,-24.19,5.46,-23.83,0,26.7,51.9,49.4,22,8598
5.3,-0.01,-0.39,-0.28,6.79,-21.88,4.13,-23.95,0,26.7,50.6,49.7,24.9,8412
5.32,-0.05,-0.46,-0.2,7.64,-19.54,3.04,-24.17,0,26.5,49.6,49.1,25,8286
5.34,0.18,-0.47,-0.2,7.8,-19.15,2.73,-23.91,0,26.3,48.6,48.4,23.6,8181
5.36,0.37,-0.48,-0.1,7.44,-20.35,2.14,-23.16,0,26.2,48,48.1,22.5,8163
5.38,0.36,-0.53,0.11,7.01,-21.44,1.44,-22.57,0,26.2,47.5,48,23,8178
